Мақоми давлатӣ,Категория,№,Рамзи хизматрасонӣ,Номгӯйи хизматрасонӣ,Гирандаи хизматрасонӣ,Хизматрасонанда,Ташкилоти қабул ва додани натиҷа,Шакли хизматрасонӣ,Музднок ё ройгон
ВАЗОРАТИ АДЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Бақайдгирӣ (азнавбақайдгирӣ),69,000069,Бақайдгирии давлатии махсуси адвокатҳои давлатҳои хориҷӣ (Шаҳодатнома дар бораи бақайдгирии махсуси адвокатҳои давлатҳои хориҷӣ),Шахсони воқеӣ ва ҳуқуқӣ,"Вазорати адлияи Ҷумҳурии Тоҷикистон, раёсатҳои адлияи Вилояти Мухтори Кӯҳистони Бадахшон, Хатлон ва Суғд","Вазорати адлияи Ҷумҳурии Тоҷикистон, раёсатҳои адлияи Вилояти Мухтори Кӯҳистони Бадахшон, Хатлон ва Суғд","Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ АДЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Бақайдгирӣ (азнавбақайдгирӣ),70,000070,Бақайдгирии давлатии гарави молу мулки манқул ва шартномаҳои консессионӣ (Иттилоот оиди бақайдгирии давлатии гарави молу мулки манқул ва шартномаҳои консессионӣ),Шахсони воқеӣ ва ҳуқуқӣ,Вазорати адлияи Ҷумҳурии Тоҷикистон,Вазорати адлияи Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Ройгон
ВАЗОРАТИ АДЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Бақайдгирӣ (азнавбақайдгирӣ),71,000071,Қайди баҳисобгирии намояндагӣ ва филиалҳои иттиҳодияҳои ҷамъиятӣ (Иқтибос аз Феҳристи давлатӣ),Шахсони воқеӣ ва ҳуқуқӣ,"Вазорати адлияи Ҷумҳурии Тоҷикистон, раёсатҳои адлияи Вилояти Мухтори Кӯҳистони Бадахшон, Хатлон ва Суғд","Вазорати адлияи Ҷумҳурии Тоҷикистон, раёсатҳои адлияи Вилояти Мухтори Кӯҳистони Бадахшон, Хатлон ва Суғд","Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ АДЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Бақайдгирӣ (азнавбақайдгирӣ),72,000072,Аз нав ба қайдгирии намояндагӣ ва филиалҳои иттиҳодияҳои ҷамъиятӣ (Иқтибос аз Феҳристи давлатӣ),Шахсони воқеӣ ва ҳуқуқӣ,"Вазорати адлияи Ҷумҳурии Тоҷикистон, раёсатҳои адлияи Вилояти Мухтори Кӯҳистони Бадахшон, Хатлон ва Суғд","Вазорати адлияи Ҷумҳурии Тоҷикистон, раёсатҳои адлияи Вилояти Мухтори Кӯҳистони Бадахшон, Хатлон ва Суғд","Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ АДЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Иқтибос (нусха),73,000073,Иқтибос аз Феҳристи ягонаи адвокатӣ,Шахсони воқеӣ ва ҳуқуқӣ,Вазорати адлияи Ҷумҳурии Тоҷикистон,Вазорати адлияи Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ АДЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Иқтибос (нусха),74,000074,Иқтибос аз Феҳристи ягонаи ташкилотҳои адвокатӣ,Шахсони воқеӣ ва ҳуқуқӣ,"Вазорати адлияи Ҷумҳурии Тоҷикистон, раёсатҳои адлияи Вилояти Мухтори Кӯҳистони Бадахшон, Хатлон ва Суғд","Вазорати адлияи Ҷумҳурии Тоҷикистон, раёсатҳои адлияи Вилояти Мухтори Кӯҳистони Бадахшон, Хатлон ва Суғд","Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ АДЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Иқтибос (нусха),75,000075,Иқтибос аз Феҳристи махсуси адвокатҳои давлатҳои хориҷӣ,Шахсони воқеӣ ва ҳуқуқӣ,Вазорати адлияи Ҷумҳурии Тоҷикистон,Вазорати адлияи Ҷумҳурии Тоҷикистон,"Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ АДЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Иқтибос (нусха),76,000076,Иқтибос аз Феҳрист дар бораи барҳамдиҳии бюрои адвокатӣ,Шахсони воқеӣ ва ҳуқуқӣ,"Вазорати адлияи Ҷумҳурии Тоҷикистон, раёсатҳои адлияи Вилояти Мухтори Кӯҳистони Бадахшон, Хатлон ва Суғд","Вазорати адлияи Ҷумҳурии Тоҷикистон, раёсатҳои адлияи Вилояти Мухтори Кӯҳистони Бадахшон, Хатлон ва Суғд","Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ АДЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Иқтибос (нусха),77,000077,Иқтибос аз Феҳрист дар бораи барҳамдиҳии коллегияи адвокатӣ,Шахсони воқеӣ ва ҳуқуқӣ,"Вазорати адлияи Ҷумҳурии Тоҷикистон, раёсатҳои адлияи Вилояти Мухтори Кӯҳистони Бадахшон, Хатлон ва Суғд","Вазорати адлияи Ҷумҳурии Тоҷикистон, раёсатҳои адлияи Вилояти Мухтори Кӯҳистони Бадахшон, Хатлон ва Суғд","Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ АДЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Иқтибос (нусха),78,000078,Иқтибос аз Феҳрист дар бораи барҳамдиҳии маслиҳатхонаи ҳуқуқӣ,Шахсони воқеӣ ва ҳуқуқӣ,"Вазорати адлияи Ҷумҳурии Тоҷикистон, раёсатҳои адлияи Вилояти Мухтори Кӯҳистони Бадахшон, Хатлон ва Суғд","Вазорати адлияи Ҷумҳурии Тоҷикистон, раёсатҳои адлияи Вилояти Мухтори Кӯҳистони Бадахшон, Хатлон ва Суғд","Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ АДЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Иқтибос (нусха),79,000079,Иқтибос аз Феҳрист дар бораи барҳамдиҳии кабинети адвокатӣ,Шахсони воқеӣ ва ҳуқуқӣ,"Вазорати адлияи Ҷумҳурии Тоҷикистон, раёсатҳои адлияи Вилояти Мухтори Кӯҳистони Бадахшон, Хатлон ва Суғд","Вазорати адлияи Ҷумҳурии Тоҷикистон, раёсатҳои адлияи Вилояти Мухтори Кӯҳистони Бадахшон, Хатлон ва Суғд","Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ АДЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Тасдиқкунӣ,85,000085,"Тасдиқи розигиҳоеро, ки мазмуни онҳо аҳди яктарафаро ифода мекунанд",Шахсони воқеӣ ва ҳуқуқӣ,"Саридораи нотариалии давлатӣ, идораҳои нотариалии давлатии шаҳрҳо ва ноҳияҳо","Саридораи нотариалии давлатӣ, идораҳои нотариалии давлатии шаҳрҳо ва ноҳияҳо","Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ АДЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Тасдиқкунӣ,86,000086,"Тадиқи розигиҳое, ки қонунгузории Ҷумҳурии Тоҷикистон тасдиқи нотариалии онҳоро ҳатмӣ кардааст",Шахсони воқеӣ ва ҳуқуқӣ,"Саридораи нотариалии давлатӣ, идораҳои нотариалии давлатии шаҳрҳо ва ноҳияҳо","Саридораи нотариалии давлатӣ, идораҳои нотариалии давлатии шаҳрҳо ва ноҳияҳо","Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ АДЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Тасдиқкунӣ,87,000087,Тасдиқи ваколатномаҳо,Шахсони воқеӣ ва ҳуқуқӣ,"Саридораи нотариалии давлатӣ, идораҳои нотариалии давлатии шаҳрҳо ва ноҳияҳо","Саридораи нотариалии давлатӣ, идораҳои нотариалии давлатии шаҳрҳо ва ноҳияҳо","Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ АДЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Тасдиқкунӣ,88,000088,Тасдиқи васиятнома ва васиятномаи махфӣ,Шахсони воқеӣ ва ҳуқуқӣ,"Саридораи нотариалии давлатӣ, идораҳои нотариалии давлатии шаҳрҳо ва ноҳияҳо","Саридораи нотариалии давлатӣ, идораҳои нотариалии давлатии шаҳрҳо ва ноҳияҳо","Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ АДЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Тасдиқкунӣ,89,000089,Тасдиқи аслияти имзо дар ҳуҷҷат,Шахсони воқеӣ ва ҳуқуқӣ,"Саридораи нотариалии давлатӣ, идораҳои нотариалии давлатии шаҳрҳо ва ноҳияҳо","Саридораи нотариалии давлатӣ, идораҳои нотариалии давлатии шаҳрҳо ва ноҳияҳо","Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ АДЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Тасдиқкунӣ,92,000092,Тасдиқи шартномаҳои иҷораи молиявӣ (лизинг),Шахсони воқеӣ ва ҳуқуқӣ,"Саридораи нотариалии давлатӣ, идораҳои нотариалии давлатии шаҳрҳо ва ноҳияҳо","Саридораи нотариалии давлатӣ, идораҳои нотариалии давлатии шаҳрҳо ва ноҳияҳо","Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ АДЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Тасдиқкунӣ,93,000093,Тасдик намудани аслияти имзои тарҷумон дар ҳуҷҷати тарҷумашуда,Шахсони воқеӣ ва ҳуқуқӣ,"Саридораи нотариалии давлатӣ, идораҳои нотариалии давлатии шаҳрҳо ва ноҳияҳо","Саридораи нотариалии давлатӣ, идораҳои нотариалии давлатии шаҳрҳо ва ноҳияҳо","Коғазӣ, электронӣ",Музднок
ВАЗОРАТИ АДЛИЯИ ҶУМҲУРИИ ТОҶИКИСТОН,Тасдиқкунӣ,94,000094,Тасдиқ кардани дурустии нусхаи ҳуҷҷатҳо,Шахсони воқеӣ ва ҳуқуқӣ,"Саридораи нотариалии давлатӣ, идораҳои нотариалии давлатии шаҳрҳо ва ноҳияҳо","Саридораи нотариалии давлатӣ, идораҳои нотариалии давлатии шаҳрҳо ва ноҳияҳо","Коғазӣ, электронӣ",Музднок
